pair_index,mol_a_idx,mol_b_idx,input_line_a,input_line_b,input_smiles_a,input_smiles_b,smiles_a,smiles_b,atoms_a,bonds_a,atoms_b,bonds_b,nvmolkit_time_ms,rdkit_time_ms,nvmolkit_atoms,nvmolkit_bonds,rdkit_atoms,rdkit_bonds,rdkit_completed,nvmolkit_canceled,nvmolkit_overflowed,nvmolkit_used_gpu,nvmolkit_used_fallback
214,991,59,2218362,7606591,CN1N=CC=C1C1CCN(CC2CCCN(C(=O)C(C)(C)C)C2)C1,CN1CCC[C@@H](CNC2=NC(N(C)CC3=CN=CN3C)=NC3=CC=CN=C32)C1,Cn1nccc1C1CCN(CC2CCCN(C(=O)C(C)(C)C)C2)C1,CN1CCC[C@@H](CNc2nc(N(C)Cc3cncn3C)nc3cccnc23)C1,24,26,28,31,164.557892,5.925596,16,16,16,16,1,0,0,1,0
215,593,753,247809,3617621,CN1N=CC(CNCCC2=CNN=N2)=C1S(N)(=O)=O,CCN(C(=O)C1=NC=CC=N1)C1CCN(C(=O)C2=CC(C)(C)C2)CC1,Cn1ncc(CNCCc2c[nH]nn2)c1S(N)(=O)=O,CCN(C(=O)c1ncccn1)C1CCN(C(=O)C2=CC(C)(C)C2)CC1,19,20,25,27,4.697759,0.410108,10,9,10,9,1,0,0,1,0
216,555,62,4745780,6416646,CSC1(C(=O)N[C@H]2CN(C(=O)[C@@H]3CCC[C@H](O)C3)C[C@@H]2C(F)F)CCC1,CCOC1CC(CN(CC2=NC=C(OC)N=C2)C(=O)[C@H]2C[C@@]2(C)C2CC2)C1,CSC1(C(=O)N[C@H]2CN(C(=O)[C@@H]3CCC[C@H](O)C3)C[C@@H]2C(F)F)CCC1,CCOC1CC(CN(Cc2cnc(OC)cn2)C(=O)[C@H]2C[C@@]2(C)C2CC2)C1,26,28,27,30,195.230286,5.322292,17,16,17,16,1,0,0,1,0
217,765,321,1085713,8779376,CN(CCC(O)C1=CC=CC=C1)S(=O)(=O)N1CCCC1(C)C,CC(C)(C)OC(=O)NC1CN(S(=O)(=O)C2=CNC3=C2C=CC=C3[N+](=O)[O-])C(C)(C)C1,CN(CCC(O)c1ccccc1)S(=O)(=O)N1CCCC1(C)C,CC(C)(C)OC(=O)NC1CN(S(=O)(=O)c2c[nH]c3c([N+](=O)[O-])cccc23)C(C)(C)C1,22,23,30,32,9.916053,0.733679,10,10,10,10,1,0,0,1,0
218,58,51,2480805,1637007,CN(CC(F)(F)CO)C(=O)C1CC12CC(NC(=O)C1=COCC1)C2,CCC1CN2CCCC2CN1C(=O)NCCOC1=CC=NC=C1,CN(CC(F)(F)CO)C(=O)C1CC12CC(NC(=O)C1=COCC1)C2,CCC1CN2CCCC2CN1C(=O)NCCOc1ccncc1,24,26,23,25,22.786613,1.526233,12,11,12,11,1,0,0,1,0
219,598,488,5494392,2669399,C=CCN(CC(=O)NC)C(=O)C1CN(C(=O)C2=CC=NC(CO)=C2)CCO1,CC1=CC=C(C(=O)N2CCN(C(=O)C3CCCN(C)C3)CC2C)O1,C=CCN(CC(=O)NC)C(=O)C1CN(C(=O)c2ccnc(CO)c2)CCO1,Cc1ccc(C(=O)N2CCN(C(=O)C3CCCN(C)C3)CC2C)o1,27,28,24,26,138.856186,7.415781,16,15,16,15,1,0,0,1,0
220,514,941,9243210,3762436,CCSC1=NN=C(CN(CC2=CC=C(C#N)C(Cl)=C2)C(=O)NC2=CC=CC=C2)N1C,CC(NC(=O)C1=CN(CC(F)F)C=N1)C1=CN(C[C@H]2C[C@H](N)C2)N=N1,CCSc1nnc(CN(Cc2ccc(C#N)c(Cl)c2)C(=O)Nc2ccccc2)n1C,CC(NC(=O)c1cn(CC(F)F)cn1)c1cn(C[C@H]2C[C@H](N)C2)nn1,30,32,25,27,16.396797,1.137280,10,9,10,9,1,0,0,1,0
221,873,543,4690001,4382667,CN1CC(C(=O)NCCC2(O)CN(C(=O)C3=CC(C#N)=CS3)C2)CC1=O,CCN1C=C(NC(=O)[C@@H]2CCCN2C(=O)C2=CC=CC=C2O)C(C#N)=N1,CN1CC(C(=O)NCCC2(O)CN(C(=O)c3cc(C#N)cs3)C2)CC1=O,CCn1cc(NC(=O)[C@@H]2CCCN2C(=O)c2ccccc2O)c(C#N)n1,26,28,26,28,46.800167,2.674083,11,10,11,10,1,0,0,1,0
222,161,58,1585167,2480805,CC1=CC(C(C)NC(=O)CNC(=O)C2=CC=CC=C2C)=C(C)S1,CN(CC(F)(F)CO)C(=O)C1CC12CC(NC(=O)C1=COCC1)C2,Cc1cc(C(C)NC(=O)CNC(=O)c2ccccc2C)c(C)s1,CN(CC(F)(F)CO)C(=O)C1CC12CC(NC(=O)C1=COCC1)C2,23,24,24,26,29.599527,1.265053,11,10,11,10,1,0,0,1,0
223,983,520,2980854,4123390,CCOC(=O)C1=C(C(F)F)N=C(NCC2=CC(C(=O)OC)=CC=C2)S1,O=[N+]([O-])C1=CN(CC(O)CN2CC3CC2(C(O)C2=CC=CC=C2)C3)N=C1,CCOC(=O)c1sc(NCc2cccc(C(=O)OC)c2)nc1C(F)F,O=[N+]([O-])c1cnn(CC(O)CN2CC3CC2(C(O)c2ccccc2)C3)c1,25,26,26,29,19.052147,0.775076,10,9,10,9,1,0,0,1,0
224,82,871,2083033,882010,COCC1CCCCC1NC(=O)C1=CC=C(OC)C2=CN=CC=C12,C=CCCC(C)(C)NC(=O)C1=CCC(NC(=O)C(C)O)C1,COCC1CCCCC1NC(=O)c1ccc(OC)c2cnccc12,C=CCCC(C)(C)NC(=O)C1=CCC(NC(=O)C(C)O)C1,24,26,21,21,16.155830,1.027673,13,12,13,12,1,0,0,1,0
225,190,70,4209049,4319416,C[C@H](C1=CC=CC=C1)N(CCO)C(=O)C(=O)NC1=CC(C#N)=CC=C1O,CCCCSCC(=O)N[C@H]1CC[C@@H](CC(=O)N2CC(CO)(OC)C2)CC1,C[C@H](c1ccccc1)N(CCO)C(=O)C(=O)Nc1cc(C#N)ccc1O,CCCCSCC(=O)N[C@H]1CC[C@@H](CC(=O)N2CC(CO)(OC)C2)CC1,26,27,26,27,31.837559,1.677955,12,11,12,11,1,0,0,1,0
226,609,69,4351004,5603710,O=C(NCC(O)C(=O)NC1=CC=C(F)C(CO)=C1)C1=CC(O)=CC(F)=C1,COC(C(=O)NC1CCN(CCCO)C1)C1CN(C(=O)C23CC(F)(C2)C3)C1,O=C(NCC(O)C(=O)Nc1ccc(F)c(CO)c1)c1cc(O)cc(F)c1,COC(C(=O)NC1CCN(CCCO)C1)C1CN(C(=O)C23CC(F)(C2)C3)C1,26,27,27,30,113.830284,3.027506,13,12,13,12,1,0,0,1,0
227,691,882,1837898,9656200,CC(F)CC(=O)NCCC(C)(C)C(=O)N1CCC12CCSCC2,COC1=C(C)C=CC=C1CN(CC1=CC=C(N2C=CN=C2)C=C1)CC1OCCC12CC2,CC(F)CC(=O)NCCC(C)(C)C(=O)N1CCC12CCSCC2,COc1c(C)cccc1CN(Cc1ccc(-n2ccnc2)cc1)CC1OCCC12CC2,23,24,31,35,19.358410,0.939984,13,12,13,12,1,0,0,1,0
228,240,413,7246223,5351304,CC(C)C(F)C(=O)N1CCN(C(=O)C2=COC3=CC=CC=C32)CC1C1CCC1,CC(C)(C)OC(=O)NC[C@H]1CC[C@H]1CNC(=O)NC1=CC=NC2=CC=NN21,CC(C)C(F)C(=O)N1CCN(C(=O)c2coc3ccccc23)CC1C1CCC1,CC(C)(C)OC(=O)NC[C@H]1CC[C@H]1CNC(=O)Nc1ccnc2ccnn12,28,31,27,29,25.489218,1.335234,9,8,9,8,1,0,0,1,0
229,122,964,8324929,3383014,CCOC1=CC(C(=O)N2C[C@H]3CCN(C(=O)C4=CC(COC)=NN4)[C@H]3[C@@H]2C)=NN1,CC(C)(C)CC(O)C(=O)NC(CC(=O)N1CCCNC(=O)C1)C(F)F,CCOc1cc(C(=O)N2C[C@H]3CCN(C(=O)c4cc(COC)n[nH]4)[C@H]3[C@@H]2C)n[nH]1,CC(C)(C)CC(O)C(=O)NC(CC(=O)N1CCCNC(=O)C1)C(F)F,29,32,25,25,113.040062,3.124755,16,15,16,15,1,0,0,1,0
230,911,583,4146591,1681719,O=C(NC1=NC(C2=CC(Cl)=CC=C2Cl)=CS1)NC(CO)CC1=CC=CO1,O=C(NCC(O)C1=CC=CC=C1Br)[C@@H]1CCC2=CC=CC=C2N1,O=C(Nc1nc(-c2cc(Cl)ccc2Cl)cs1)NC(CO)Cc1ccco1,O=C(NCC(O)c1ccccc1Br)[C@@H]1CCc2ccccc2N1,26,28,23,25,21.536760,1.252514,10,9,10,9,1,0,0,1,0
231,252,592,561885,3401358,CSCC1(C(=O)NCC(C)C(=O)N(C)CC(C)C)CC1,CC1(C)CC1(NC(=O)C=CC1=CC=CN=C1)C(=O)NCC1=CC=CO1,CSCC1(C(=O)NCC(C)C(=O)N(C)CC(C)C)CC1,CC1(C)CC1(NC(=O)C=Cc1cccnc1)C(=O)NCc1ccco1,20,20,25,27,22.141024,1.368377,10,9,10,9,1,0,0,1,0
232,608,40,8889911,1255781,CC(C)N1CCN(C2CCN(C(=O)C(C)N3C=C(C4=CC=C(Cl)C=N4)N=N3)C2)CC1,COC1=CC=C(C2=C3NC=C(CC(=O)O)C3=CC=C2)C=C1O,CC(C)N1CCN(C2CCN(C(=O)C(C)n3cc(-c4ccc(Cl)cn4)nn3)C2)CC1,COc1ccc(-c2cccc3c(CC(=O)O)c[nH]c23)cc1O,30,33,22,24,59.247116,1.995427,10,9,10,9,1,0,0,1,0
233,634,83,8570018,3458125,C1=NC=NC(N2CC(NC3=NC(N4CCCN(C5CCCC5)CC4)=NC=N3)C2)=C1,C#CCN(CC(=O)NCC1=NC(C)=NC=C1)C(=O)CC1CCCCC1,c1cc(N2CC(Nc3ncnc(N4CCCN(C5CCCC5)CC4)n3)C2)ncn1,C#CCN(CC(=O)NCc1ccnc(C)n1)C(=O)CC1CCCCC1,29,33,25,26,45.398865,1.455046,12,11,12,11,1,0,0,1,0
234,429,673,2046013,8997505,O=C(C1=CC=NC2=NC=NN12)N1CCC(COCC(F)(F)F)CC1,CCN1C=NC(C(=O)N(CC)CC2CCCCN2C(=O)CC2=C(F)C(C)=CC=C2)=N1,O=C(c1ccnc2ncnn12)N1CCC(COCC(F)(F)F)CC1,CCN(CC1CCCCN1C(=O)Cc1cccc(C)c1F)C(=O)c1ncn(CC)n1,24,26,30,32,68.926567,2.531786,15,14,15,14,1,0,0,1,0
235,597,578,2299080,8026689,N#CC1=CC(NC(=O)C(=O)N[C@H]2C=CCC[C@H]2C(N)=O)=NC=C1Cl,COC1=CC=NC(N2CCN(C(=O)C(=O)NCC3=CN=C(N(C)C)N3C)CC2)=C1,N#Cc1cc(NC(=O)C(=O)N[C@H]2C=CCC[C@H]2C(N)=O)ncc1Cl,COc1ccnc(N2CCN(C(=O)C(=O)NCc3cnc(N(C)C)n3C)CC2)c1,24,25,29,31,52.682720,2.336554,12,12,12,12,1,0,0,1,0
236,535,323,3042370,5659988,CC1=C(O)C=CC2=C1OC(=O)C=C2COC(=O)C1=CC(=O)N(C)N=C1,CN(C(=O)CC(NC(=O)C1=C2COCC2=NN1)C(F)(F)F)C1CC(CO)C1,Cc1c(O)ccc2c(COC(=O)c3cnn(C)c(=O)c3)cc(=O)oc12,CN(C(=O)CC(NC(=O)c1[nH]nc2c1COC2)C(F)(F)F)C1CC(CO)C1,25,27,27,29,38.661621,2.191055,11,10,11,10,1,0,0,1,0
237,957,267,6383091,8577160,CC1CCC(CCN(CC2=C(F)C=CC=C2F)C(=O)C2=CC=CN=C2O)C1,CC1=CC=CC(F)=C1CN(CC1=NC2=C(CCCC2)N1)C(=O)C1=CN=CN=C1N,CC1CCC(CCN(Cc2c(F)cccc2F)C(=O)c2cccnc2O)C1,Cc1cccc(F)c1CN(Cc1nc2c([nH]1)CCCC2)C(=O)c1cncnc1N,27,29,29,32,453.987640,11.670432,18,18,18,18,1,0,0,1,0
238,209,685,3380050,8759367,C#CC(C)N(C)C(=O)[C@]12CCC[C@H]1CN(C(=O)CSCCC(C)C)C2,O=C(N1CCN(CC2=CC=C(N3C=CN=C3)C=C2)CC1)C(F)(F)CCN1C=CN=N1,C#CC(C)N(C)C(=O)[C@]12CCC[C@H]1CN(C(=O)CSCCC(C)C)C2,O=C(N1CCN(Cc2ccc(-n3ccnc3)cc2)CC1)C(F)(F)CCn1ccnn1,25,26,30,33,90.960442,3.506053,12,11,12,11,1,0,0,1,0
239,733,321,5747447,8779376,CC1=NON=C1CC(=O)N1C[C@H]2CCC[C@H]2[C@H]1C(=O)N(C)[C@@H]1CCC[C@H]1O,CC(C)(C)OC(=O)NC1CN(S(=O)(=O)C2=CNC3=C2C=CC=C3[N+](=O)[O-])C(C)(C)C1,Cc1nonc1CC(=O)N1C[C@H]2CCC[C@H]2[C@H]1C(=O)N(C)[C@@H]1CCC[C@H]1O,CC(C)(C)OC(=O)NC1CN(S(=O)(=O)c2c[nH]c3c([N+](=O)[O-])cccc23)C(C)(C)C1,27,30,30,32,123.285721,6.150812,10,10,10,10,1,0,0,1,0
240,244,271,5315419,3835770,CC1=CC(C)=C(C(=O)OCC(=O)NN(C2=CC=CC=C2)C2=CC=CC=C2)N1,CCC[C@H]1C[C@@H]1CN(CC1=CC=CC2=CC=NC=C21)C(=O)[C@H]1C[C@H]1C,Cc1cc(C)c(C(=O)OCC(=O)NN(c2ccccc2)c2ccccc2)[nH]1,CCC[C@H]1C[C@@H]1CN(Cc1cccc2ccncc12)C(=O)[C@H]1C[C@H]1C,27,29,25,28,71.300858,2.631603,13,12,13,12,1,0,0,1,0
241,405,134,317178,8810698,CC(C)(N)C/C=C/C(=O)NC1C2CCCC1CCC2,CCOC1=CC2=C(C=C1OCC)CN(C(=O)NC1C3=C(OC1C)C(F)=CC=C3)CC2,CC(C)(N)C/C=C/C(=O)NC1C2CCCC1CCC2,CCOc1cc2c(cc1OCC)CN(C(=O)NC1c3cccc(F)c3OC1C)CC2,19,20,30,33,75.212883,1.789184,12,11,12,11,1,0,0,1,0
242,687,660,4422811,4114235,CSC[C@H](C)NC(=O)C1CCN(C(=O)[C@@H]2C[C@H]2C2=CC=CC=C2)CCO1,CN1CCC(OC2=CC(NC(=O)C3=CN4N=NN=C4C=C3)=CC=N2)CC1,CSC[C@H](C)NC(=O)C1CCN(C(=O)[C@@H]2C[C@H]2c2ccccc2)CCO1,CN1CCC(Oc2cc(NC(=O)c3ccc4nnnn4c3)ccn2)CC1,26,28,26,29,60.664726,2.524697,14,13,14,13,1,0,0,1,0
243,307,468,5958515,7577589,CC[C@H]1CC[C@H](C(=O)N2CCC(CF)(NC(=O)C3CCCCCC3)C2)CC1,CCC1=CC(OC)=CC=C1C(N[C@H](C)CF)C1=NN=NN1C1=CC=C(F)C=C1,CC[C@H]1CC[C@H](C(=O)N2CCC(CF)(NC(=O)C3CCCCCC3)C2)CC1,CCc1cc(OC)ccc1C(N[C@H](C)CF)c1nnnn1-c1ccc(F)cc1,27,29,28,30,116.625511,5.580433,14,13,14,13,1,0,0,1,0
244,323,951,5659988,2058576,CN(C(=O)CC(NC(=O)C1=C2COCC2=NN1)C(F)(F)F)C1CC(CO)C1,CN1C=C(S(=O)(=O)N2CC(NC(=O)C3=CC4=C(CCC4)S3)C2)C=N1,CN(C(=O)CC(NC(=O)c1[nH]nc2c1COC2)C(F)(F)F)C1CC(CO)C1,Cn1cc(S(=O)(=O)N2CC(NC(=O)c3cc4c(s3)CCC4)C2)cn1,27,29,24,27,16.400442,0.751341,10,9,10,9,1,0,0,1,0
245,769,958,2464715,499579,CCCOCC(=O)N1CCC2CC2(C(=O)NCC2(O)CSC2)CC1,O=C(NCCCSC(F)F)C1=CC=C2CNCCC2=C1,CCCOCC(=O)N1CCC2CC2(C(=O)NCC2(O)CSC2)CC1,O=C(NCCCSC(F)F)c1ccc2c(c1)CCNC2,24,26,20,21,74.259071,1.444142,18,17,18,17,1,0,0,1,0
246,74,9,7720307,4471919,O=C1CCC(CC(=O)N(CCN2C=CC=CC2=O)CC2=CC(F)=CC(F)=C2)N1,CC1=CSC(C(=O)NCC2=CC=CC(C(=O)NC(C)C3=NC=CN3)=N2)=C1,O=C1CCC(CC(=O)N(CCn2ccccc2=O)Cc2cc(F)cc(F)c2)N1,Cc1csc(C(=O)NCc2cccc(C(=O)NC(C)c3ncc[nH]3)n2)c1,28,30,26,28,60.042488,2.467015,14,13,14,13,1,0,0,1,0
247,469,636,1884070,4951544,CN(C)CC(=O)NC1(C)CCN(C(=O)C2=C(F)C(F)=CC=C2)C1,COC(=O)C1=CC(NC2(C3=NN=NN3C(C)C)CC[C@@H](C)C2)=CN=C1Br,CN(C)CC(=O)NC1(C)CCN(C(=O)c2cccc(F)c2F)C1,COC(=O)c1cc(NC2(c3nnnn3C(C)C)CC[C@@H](C)C2)cnc1Br,23,24,26,28,69.203842,2.666179,13,12,13,12,1,0,0,1,0
248,576,102,8922616,7027068,CCOC1=CC=C(C(=O)N2[C@@H]3CC[C@H]2C[C@@H](NC(=O)C2=CC(OCC)=NO2)C3)C=N1,O=C(CCC1=CC=CN1)NCC1=CC(C(=O)N2CC(N3C=NN=C3)C2)=CC=N1,CCOc1ccc(C(=O)N2[C@@H]3CC[C@H]2C[C@@H](NC(=O)c2cc(OCC)no2)C3)cn1,O=C(CCc1ccc[nH]1)NCc1cc(C(=O)N2CC(n3cnnc3)C2)ccn1,30,33,28,31,98.802872,3.096919,15,14,15,14,1,0,0,1,0
249,75,550,4380174,2552858,C[C@@H](CC(=O)NCC(C)(C)N1C=CN=C1)NC(=O)C(O)CN1C=NC=N1,CC1(NC(=O)C2CC3(CC(NC(=O)C4(CO)COC4)C3)C2)CSC1,C[C@@H](CC(=O)NCC(C)(C)n1ccnc1)NC(=O)C(O)Cn1cncn1,CC1(NC(=O)C2CC3(CC(NC(=O)C4(CO)COC4)C3)C2)CSC1,26,27,24,27,10.719295,0.846988,9,8,9,8,1,0,0,1,0
250,218,518,9306769,1126877,NC(=O)C1CCCN(CCCNC(=O)NC(C2=CC=C(Cl)C=C2)C2=CC=C(Cl)C=C2)C1,O=C(COC(=O)C1=C(Br)C=NO1)NC1=CC=C2CCCC2=C1,NC(=O)C1CCCN(CCCNC(=O)NC(c2ccc(Cl)cc2)c2ccc(Cl)cc2)C1,O=C(COC(=O)c1oncc1Br)Nc1ccc2c(c1)CCC2,31,33,22,24,63.485973,0.947804,12,11,12,11,1,0,0,1,0
251,271,135,3835770,475938,CCC[C@H]1C[C@@H]1CN(CC1=CC=CC2=CC=NC=C21)C(=O)[C@H]1C[C@H]1C,O=C(NCC1CC(F)(F)CO1)NC12CCC(F)(CC1)C2,CCC[C@H]1C[C@@H]1CN(Cc1cccc2ccncc12)C(=O)[C@H]1C[C@H]1C,O=C(NCC1CC(F)(F)CO1)NC12CCC(F)(CC1)C2,25,28,20,22,16.040117,0.368221,10,9,10,9,1,0,0,1,0
252,955,357,1594940,7456443,O=C1NC2=CC=CC=C2N1CCCNC1(C2CCCOC2)CC1,COC1=CC=C2C(=C1)N=CN=C2N1CC(NC(=O)[C@H]2CCC(=O)N2)C(C)(C)C1,O=c1[nH]c2ccccc2n1CCCNC1(C2CCCOC2)CC1,COc1ccc2c(N3CC(NC(=O)[C@H]4CCC(=O)N4)C(C)(C)C3)ncnc2c1,23,26,28,31,113.696739,2.966293,19,18,19,18,1,0,0,1,0
253,902,70,2466100,4319416,CC1=C(C(=O)N2CC[C@H](C)C[C@@H]2C(=O)NC2(C(C)C)CC2)NC=C1,CCCCSCC(=O)N[C@H]1CC[C@@H](CC(=O)N2CC(CO)(OC)C2)CC1,Cc1cc[nH]c1C(=O)N1CC[C@H](C)C[C@@H]1C(=O)NC1(C(C)C)CC1,CCCCSCC(=O)N[C@H]1CC[C@@H](CC(=O)N2CC(CO)(OC)C2)CC1,24,26,26,27,61.004375,3.356742,16,15,16,15,1,0,0,1,0
254,900,250,3234087,970568,CCCCSCCC(=O)NC(C)C(C)C(=O)NC1CC2(C1)CN(C)C2,CC1=CC=C(F)C=C1NC(=O)CC(C1=CC=CC=C1)C(C)C,CCCCSCCC(=O)NC(C)C(C)C(=O)NC1CC2(C1)CN(C)C2,Cc1ccc(F)cc1NC(=O)CC(c1ccccc1)C(C)C,25,26,22,23,57.227211,2.336560,11,10,11,10,1,0,0,1,0
255,378,291,59800,9542854,CC1CN(S(=O)(=O)CC2(CF)CCC2)CCS1,CCC1=NC(C(=O)NC[C@H]2CC[C@H](C3=CN(C4=CC(C)=CC(C)=C4)N=N3)CC2)=C(C)S1,CC1CN(S(=O)(=O)CC2(CF)CCC2)CCS1,CCc1nc(C(=O)NC[C@H]2CC[C@H](c3cn(-c4cc(C)cc(C)c4)nn3)CC2)c(C)s1,17,18,31,34,4.597624,0.279237,7,6,7,6,1,0,0,1,0
256,161,448,1585167,8681379,CC1=CC(C(C)NC(=O)CNC(=O)C2=CC=CC=C2C)=C(C)S1,C=CN1C=C(CN(CC[C@@H]2CCC[C@H]2O)CC2=CC(C(=O)OC)=CC(O)=C2)C=N1,Cc1cc(C(C)NC(=O)CNC(=O)c2ccccc2C)c(C)s1,C=Cn1cc(CN(CC[C@@H]2CCC[C@H]2O)Cc2cc(O)cc(C(=O)OC)c2)cn1,23,24,29,31,23.190765,0.886892,10,10,10,10,1,0,0,1,0
257,853,556,573979,4622436,CC(CC#N)C(=O)N[C@@H](C)CNC(=O)C[C@@H](C)N(C)C,CCCC(=O)C1=CN(CC2CN(C(=O)C3=CN=CN=C3C3CC3)C2)N=N1,CC(CC#N)C(=O)N[C@@H](C)CNC(=O)C[C@@H](C)N(C)C,CCCC(=O)c1cn(CC2CN(C(=O)c3cncnc3C3CC3)C2)nn1,20,19,26,29,9.232910,0.635479,11,10,11,10,1,0,0,1,0
258,720,309,2922648,6909057,CN(C)C(=O)C1=CC=C(CNC(=O)[C@H]2CCN3C[C@H]2N(C)C3=O)C=N1,CCC(C(=O)N1CCO[C@@H](C)[C@@H]1C(=O)N1C[C@H](OC)[C@H](OC)C1)N1C=NC=N1,CN(C)C(=O)c1ccc(CNC(=O)[C@H]2CCN3C[C@H]2N(C)C3=O)cn1,CCC(C(=O)N1CCO[C@@H](C)[C@@H]1C(=O)N1C[C@H](OC)[C@H](OC)C1)n1cncn1,25,27,28,30,46.291237,2.228498,12,11,12,11,1,0,0,1,0
259,626,826,8252304,4191891,CCN1N=C(C(=O)N[C@@H]2CCN(C(=O)CCNC(=O)CC(C)C)C[C@H]2F)C=C1O,CCC1=CC=CC(C2(CNC(=O)N3CCC4=C(C3)C(Br)=CC=C4)CC2)=C1,CCn1nc(C(=O)N[C@@H]2CCN(C(=O)CCNC(=O)CC(C)C)C[C@H]2F)cc1O,CCc1cccc(C2(CNC(=O)N3CCc4cccc(Br)c4C3)CC2)c1,29,30,26,29,35.362408,2.502390,9,8,9,8,1,0,0,1,0
260,669,541,3652938,6755460,C=C/C=C(\C)C(=O)N(C)C1CN(C(=O)CN2N=CC=C2C)CC12CC2,CC(C)C(CNC(=O)C(=O)N1CC(C(N)=O)CC2=CC=CC=C21)N1CCCC1,C=C/C=C(\C)C(=O)N(C)C1CN(C(=O)Cn2nccc2C)CC12CC2,CC(C)C(CNC(=O)C(=O)N1CC(C(N)=O)Cc2ccccc21)N1CCCC1,25,27,28,30,138.222092,5.270558,19,18,19,18,1,0,0,1,0
261,8,683,5894247,4203123,CC(CCNC(=O)C1=CC([N+](=O)[O-])=CC=N1)NC(=O)C1(C(F)F)CC(O)C1,O=C(NC1=CC=CC(C2=CN=CO2)=C1)C(=O)NC1(C2CCCOC2)CC1,CC(CCNC(=O)c1cc([N+](=O)[O-])ccn1)NC(=O)C1(C(F)F)CC(O)C1,O=C(Nc1cccc(-c2cnco2)c1)C(=O)NC1(C2CCCOC2)CC1,27,28,26,29,20.824373,0.841712,13,12,13,12,1,0,0,1,0
262,836,567,513658,10058109,CC(C)N1C=C2CCC(NCC3=CC=CN3C)CC2=N1,COC(=O)C1=CC=CC=C1CN1C=C([C@@H]2CCCN2C(=O)C2=CN=C(C)C(C(C)=O)=C2)N=N1,CC(C)n1cc2c(n1)CC(NCc1cccn1C)CC2,COC(=O)c1ccccc1Cn1cc([C@@H]2CCCN2C(=O)c2cnc(C)c(C(C)=O)c2)nn1,20,22,33,36,121.179138,3.919144,16,15,16,15,1,0,0,1,0
263,306,954,957487,1415176,CC1=CC=C(CN(CC2=CN=CO2)C[C@H]2CCO2)N=C1C,CCOC(=O)CC1(NC(=O)CC2=CN=CC(C#N)=C2)CCCC1,Cc1ccc(CN(Cc2cnco2)C[C@H]2CCO2)nc1C,CCOC(=O)CC1(NC(=O)Cc2cncc(C#N)c2)CCCC1,21,23,23,24,19.016737,1.263190,13,12,13,12,1,0,0,1,0
264,679,106,46259,9044121,COC(C)(C)CC(=O)NCC(C)N1C=CC=N1,CC1=CC=C(Cl)C(C(=O)NCC2=CC=CC(CNC3=NC(C(F)(F)F)=CC=N3)=N2)=C1,COC(C)(C)CC(=O)NCC(C)n1cccn1,Cc1ccc(Cl)c(C(=O)NCc2cccc(CNc3nccc(C(F)(F)F)n3)n2)c1,17,17,30,32,5.983458,0.339640,13,12,13,12,1,0,0,1,0
265,961,899,1954968,8215244,C=CCCCCC(N[C@H]1CCO[C@H]1C)C1=NN=NN1C1CCC1,O=C(N[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)C1=CC=C(CO)C=N1)C1CCC2=C1NN=C2,C=CCCCCC(N[C@H]1CCO[C@H]1C)c1nnnn1C1CCC1,O=C(N[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)c1ccc(CO)cn1)C1CCc2cn[nH]c21,23,25,29,33,68.532356,2.207924,14,13,14,13,1,0,0,1,0
266,137,270,3371616,4467697,CC1=CSN=C1C(=O)NC[C@H]1C[C@H]1CC(=O)N[C@H]1CCC(=O)NC1=O,CCC1=C(C(=O)N2CC(C)C2C(=O)NCC2CCCCCCC2)SC=N1,Cc1csnc1C(=O)NC[C@H]1C[C@H]1CC(=O)N[C@H]1CCC(=O)NC1=O,CCc1ncsc1C(=O)N1CC(C)C1C(=O)NCC1CCCCCCC1,25,27,26,28,137.919342,6.367330,14,13,14,13,1,0,0,1,0
267,118,911,8758240,4146591,COC(=O)C12CC(CN1CC1=CC=CC=C1)N(C(=O)C1=CC([N+](=O)[O-])=CC(Br)=C1)C2,O=C(NC1=NC(C2=CC(Cl)=CC=C2Cl)=CS1)NC(CO)CC1=CC=CO1,COC(=O)C12CC(CN1Cc1ccccc1)N(C(=O)c1cc(Br)cc([N+](=O)[O-])c1)C2,O=C(Nc1nc(-c2cc(Cl)ccc2Cl)cs1)NC(CO)Cc1ccco1,30,33,26,28,16.856009,0.546989,9,9,9,9,1,0,0,1,0
268,109,760,4573591,3882586,CC(=O)NC1CN(C(=O)[C@@H]2CN(C(=O)[C@H]3NC(=O)OC3(C)C)CCO2)C1,COC(=O)C(C)(C)C(=O)N(CC1=CSC(C)=C1)CC1OCCC12CC2,CC(=O)NC1CN(C(=O)[C@@H]2CN(C(=O)[C@H]3NC(=O)OC3(C)C)CCO2)C1,COC(=O)C(C)(C)C(=O)N(Cc1csc(C)c1)CC1OCCC12CC2,26,28,25,27,201.285904,7.025610,13,12,13,12,1,0,0,1,0
