pair_index,mol_a_idx,mol_b_idx,input_line_a,input_line_b,input_smiles_a,input_smiles_b,smiles_a,smiles_b,atoms_a,bonds_a,atoms_b,bonds_b,nvmolkit_time_ms,rdkit_time_ms,nvmolkit_atoms,nvmolkit_bonds,rdkit_atoms,rdkit_bonds,rdkit_completed,nvmolkit_canceled,nvmolkit_overflowed,nvmolkit_used_gpu,nvmolkit_used_fallback
159,927,32,8635296,2646999,CCCC1=C(C(=O)N(CC2=CC=C(C#N)C=C2C)CC2=NC=CC=C2C)C=CN1,NC(=O)C[C@@H](O)C(=O)NC1COCCN(C(=O)C2=CC=CC=C2)C1,CCCc1[nH]ccc1C(=O)N(Cc1ccc(C#N)cc1C)Cc1ncccc1C,NC(=O)C[C@@H](O)C(=O)NC1COCCN(C(=O)c2ccccc2)C1,29,31,24,25,41.318119,1.392511,18,17,18,17,1,0,0,1,0
160,880,338,3711333,9637513,CC1(C)CC(=O)CC1C(=O)OCC1=CC=C(C2(C(F)(F)F)N=N2)C=C1,CC1=C2C=C(CN(CC3=CN(C4=CC=CC=C4)N=C3)CC3[C@H](C)[C@H]3C)C=CC2=NN1C,CC1(C)CC(=O)CC1C(=O)OCc1ccc(C2(C(F)(F)F)N=N2)cc1,Cc1c2cc(CN(Cc3cnn(-c4ccccc4)c3)CC3[C@H](C)[C@H]3C)ccc2nn1C,25,27,31,35,11.989734,1.182566,9,9,9,9,1,0,0,1,0
161,72,526,7466727,2184418,CC1=NOC(CC(=O)N[C@@H]2C[C@H](CO)CC[C@@H]2CNC2=NC=C(F)C=N2)=C1C,COCCOC1=CC=CC(C(=O)NNC2=NC(C)=C(C)C(=O)N2)=C1,Cc1noc(CC(=O)N[C@@H]2C[C@H](CO)CC[C@@H]2CNc2ncc(F)cn2)c1C,COCCOc1cccc(C(=O)NNc2nc(C)c(C)c(=O)[nH]2)c1,28,30,24,25,11.624281,0.778546,9,8,9,8,1,0,0,1,0
162,243,285,4525562,7929346,CC1=NC=C(C(=O)N2CC(C(=O)N[C@H](C)C3=CSC=C3)C3(CC3)C2)N1C,COC1=CC=C2C=C(CNCC3N(C(=O)OC(C)(C)C)CCC34CCC4)NC2=C1,Cc1ncc(C(=O)N2CC(C(=O)N[C@H](C)c3ccsc3)C3(CC3)C2)n1C,COc1ccc2cc(CNCC3N(C(=O)OC(C)(C)C)CCC34CCC4)[nH]c2c1,26,29,29,32,117.782104,6.123007,13,12,13,12,1,0,0,1,0
163,685,497,8759367,5645193,O=C(N1CCN(CC2=CC=C(N3C=CN=C3)C=C2)CC1)C(F)(F)CCN1C=CN=N1,CC(=O)N1CCCC1CNC(=O)C1=C(CNC(=O)[C@H]2CCN(C)C2)C=CS1,O=C(N1CCN(Cc2ccc(-n3ccnc3)cc2)CC1)C(F)(F)CCn1ccnn1,CC(=O)N1CCCC1CNC(=O)c1sccc1CNC(=O)[C@H]1CCN(C)C1,30,33,27,29,114.726685,3.511685,17,16,17,16,1,0,0,1,0
164,219,552,6861264,3688653,CC1(C#CC(=O)N2CCCC(C(=O)NC3=CN=C(C4CC4)N=C3)C2)CCCO1,CC(=O)OCCC(=O)NC1CC(C(C)NC(=O)C2=CN(C)C=C2C)C1,CC1(C#CC(=O)N2CCCC(C(=O)Nc3cnc(C4CC4)nc3)C2)CCCO1,CC(=O)OCCC(=O)NC1CC(C(C)NC(=O)c2cn(C)cc2C)C1,28,31,25,26,43.230980,2.130703,13,12,13,12,1,0,0,1,0
165,135,740,475938,10193610,O=C(NCC1CC(F)(F)CO1)NC12CCC(F)(CC1)C2,CC1=NC=CN1CC1=CN([C@H]2CC[C@@H](C(=O)NCC3=CC=C(OC4CCCC4)C=C3)CC2)N=N1,O=C(NCC1CC(F)(F)CO1)NC12CCC(F)(CC1)C2,Cc1nccn1Cc1cn([C@H]2CC[C@@H](C(=O)NCc3ccc(OC4CCCC4)cc3)CC2)nn1,20,22,34,38,23.248957,0.973308,9,9,9,9,1,0,0,1,0
166,957,903,6383091,8874455,CC1CCC(CCN(CC2=C(F)C=CC=C2F)C(=O)C2=CC=CN=C2O)C1,CN(CC1(C)CCCC1)C(=O)C1=C2CN(C(=O)[C@@H]3CCCN3C)CCC2=NC(O)=C1,CC1CCC(CCN(Cc2c(F)cccc2F)C(=O)c2cccnc2O)C1,CN(CC1(C)CCCC1)C(=O)c1cc(O)nc2c1CN(C(=O)[C@@H]1CCCN1C)CC2,27,29,30,33,369.343628,9.144926,18,17,18,17,1,0,0,1,0
167,584,590,8776790,10231444,CN(C(=O)OC(C)(C)C)C1CCN(CCCNC2=CC=C([N+](=O)[O-])C(N)=C2F)CC1,CCCCN1N=NN=C1C1(NC2=C(C)N(C3=CC=CC(Cl)=C3)N=C2)CCN(C2CCCC2)CC1,CN(C(=O)OC(C)(C)C)C1CCN(CCCNc2ccc([N+](=O)[O-])c(N)c2F)CC1,CCCCn1nnnc1C1(Nc2cnn(-c3cccc(Cl)c3)c2C)CCN(C2CCCC2)CC1,30,31,34,38,169.995331,4.801311,14,13,14,13,1,0,0,1,0
168,484,248,2194018,1499937,CCOC(=O)[C@H]1C[C@@H]1C(=O)OCCN1C2=CC=C(Br)C=C2N=C1N,O=C(CCC1=NC(C2CCCC2)=NO1)NC(CO)C1=CC=CS1,CCOC(=O)[C@H]1C[C@@H]1C(=O)OCCn1c(N)nc2cc(Br)ccc21,O=C(CCc1nc(C2CCCC2)no1)NC(CO)c1cccs1,24,26,23,25,7.979390,0.531290,9,8,9,8,1,0,0,1,0
169,803,484,8971413,2194018,COC[C@H]1C[C@@H](CNC(=O)CCC(=O)N(C)C)N(C(=O)C2CC3=NC(C)=CN3C2)C1,CCOC(=O)[C@H]1C[C@@H]1C(=O)OCCN1C2=CC=C(Br)C=C2N=C1N,COC[C@H]1C[C@@H](CNC(=O)CCC(=O)N(C)C)N(C(=O)C2Cc3nc(C)cn3C2)C1,CCOC(=O)[C@H]1C[C@@H]1C(=O)OCCn1c(N)nc2cc(Br)ccc21,30,32,24,26,42.311813,2.235441,10,9,10,9,1,0,0,1,0
170,826,416,4191891,7847536,CCC1=CC=CC(C2(CNC(=O)N3CCC4=C(C3)C(Br)=CC=C4)CC2)=C1,CC1(C)C[C@@H]1C(C(=O)NCCC#N)N1CCN(C2=CC(C(F)F)=CC=C2)CC1,CCc1cccc(C2(CNC(=O)N3CCc4cccc(Br)c4C3)CC2)c1,CC1(C)C[C@@H]1C(C(=O)NCCC#N)N1CCN(c2cccc(C(F)F)c2)CC1,26,29,28,30,81.870346,3.771102,10,9,10,9,1,0,0,1,0
171,194,96,28582,6083871,CCC=C(C)C(=O)NCCN1CCCC1C,CC1=CC(CC(=O)NC[C@@H](NC(=O)C(F)(F)C2=CC=CC=N2)C(C)C)=NN1,CCC=C(C)C(=O)NCCN1CCCC1C,Cc1cc(CC(=O)NC[C@@H](NC(=O)C(F)(F)c2ccccn2)C(C)C)n[nH]1,16,16,27,28,3.854421,0.234351,13,12,13,12,1,0,0,1,0
172,99,674,2993846,1957771,CCN1CCN(C2=CC=C(CNS(=O)(=O)CC(C)(C)CF)C=N2)CC1,CC1=CN=C(NCCC2=CNN=N2)N=C1N1CCC(CF)CC1,CCN1CCN(c2ccc(CNS(=O)(=O)CC(C)(C)CF)cn2)CC1,Cc1cnc(NCCc2c[nH]nn2)nc1N1CCC(CF)CC1,25,26,23,25,31.573370,1.855438,10,9,10,9,1,0,0,1,0
173,441,362,4468789,7931347,COC1=CN=NC(C(=O)NCC2=C(C(=O)N3CCC[C@H]3CO)C=CO2)=C1,CC(C(=O)NCC1=CC=CC(OCC#N)=C1)C1=CC=C2C(=C1)CC1=CC=CC=C12,COc1cnnc(C(=O)NCc2occc2C(=O)N2CCC[C@H]2CO)c1,CC(C(=O)NCc1cccc(OCC#N)c1)c1ccc2c(c1)Cc1ccccc1-2,26,28,29,32,47.761372,1.910201,14,13,14,13,1,0,0,1,0
174,433,420,2831394,8672863,CC1=C(C)N(C)C(CN(CC2=CCCC2)CC2COCCC2C)=N1,CC1=CC=C(CN(CCC2=CC=C(F)C=C2C)CC2=CN(C)C(C#N)=C2)C(O)=C1,Cc1nc(CN(CC2=CCCC2)CC2COCCC2C)n(C)c1C,Cc1ccc(CN(CCc2ccc(F)cc2C)Cc2cc(C#N)n(C)c2)c(O)c1,24,26,29,31,35.556175,1.220325,16,15,16,15,1,0,0,1,0
175,478,884,7298707,7734203,CCC1=CC(C(=O)N2CC3CC(C2)N(C(=O)C2=CC(C)=CC=C2C)C3)=CC=N1,CCC1=C(C(=O)N(CCC2=NC(C)=CC=N2)CC(C)CCC=C(C)C)C=NN1,CCc1cc(C(=O)N2CC3CC(C2)N(C(=O)c2cc(C)ccc2C)C3)ccn1,CCc1[nH]ncc1C(=O)N(CCc1nccc(C)n1)CC(C)CCC=C(C)C,28,31,28,29,124.026375,2.999359,19,18,19,18,1,0,0,1,0
176,746,55,6746942,866099,CC(C)[C@@H](NC(=O)NCC1=NN(C)C2=C1COCC2)C1=NN=C2C=CC=CN21,C[C@H](NC(=O)C1=CC=NN1C)C(=O)N1CCCC(O)CC1,CC(C)[C@@H](NC(=O)NCc1nn(C)c2c1COCC2)c1nnc2ccccn12,C[C@H](NC(=O)c1ccnn1C)C(=O)N1CCCC(O)CC1,28,31,21,22,24.741407,1.170640,12,11,12,11,1,0,0,1,0
177,689,669,2278662,3652938,O=C(NCC1=CNC2=CC=C(Br)C=C12)NC1CCN(CCF)C1=O,C=C/C=C(\C)C(=O)N(C)C1CN(C(=O)CN2N=CC=C2C)CC12CC2,O=C(NCc1c[nH]c2ccc(Br)cc12)NC1CCN(CCF)C1=O,C=C/C=C(\C)C(=O)N(C)C1CN(C(=O)Cn2nccc2C)CC12CC2,24,26,25,27,39.339397,0.888296,12,11,12,11,1,0,0,1,0
178,661,100,2104959,8039705,O=C(C1=NC(O)=CC(C(F)(F)F)=C1)N1CC(C2=CC(Cl)=CC=C2)C1,CCCCC(C)CCC(=O)N1CCC2(CC(C(=O)NCC3=NC(C)=CC=C3)C2)C1,O=C(c1cc(C(F)(F)F)cc(O)n1)N1CC(c2cccc(Cl)c2)C1,CCCCC(C)CCC(=O)N1CCC2(CC(C(=O)NCc3cccc(C)n3)C2)C1,24,26,29,31,193.531067,6.901365,17,16,17,16,1,0,0,1,0
179,62,412,6416646,1294583,CCOC1CC(CN(CC2=NC=C(OC)N=C2)C(=O)[C@H]2C[C@@]2(C)C2CC2)C1,CC[C@H](O)C(=O)NCC1=C(C(=O)N[C@H](C)CCOC)OC=C1,CCOC1CC(CN(Cc2cnc(OC)cn2)C(=O)[C@H]2C[C@@]2(C)C2CC2)C1,CC[C@H](O)C(=O)NCc1ccoc1C(=O)N[C@H](C)CCOC,27,30,22,22,33.830452,1.835270,13,12,13,12,1,0,0,1,0
180,745,347,5265826,32527,O=C(NCCCC1=CC=C(F)C=C1F)C1=C(C(F)(F)F)N=C2CCCCN21,C=C1CCC(CNC(=O)N[C@@H](C)[C@H](C)O)C1,O=C(NCCCc1ccc(F)cc1F)c1c(C(F)(F)F)nc2n1CCCC2,C=C1CCC(CNC(=O)N[C@@H](C)[C@H](C)O)C1,27,29,16,16,7.861485,0.479490,11,10,11,10,1,0,0,1,0
181,819,882,965724,9656200,NC[C@H]1C[C@H]1C(=O)NC1=NN(CC2=CC=C(Cl)C=C2)C=N1,COC1=C(C)C=CC=C1CN(CC1=CC=C(N2C=CN=C2)C=C1)CC1OCCC12CC2,NC[C@H]1C[C@H]1C(=O)Nc1ncn(Cc2ccc(Cl)cc2)n1,COc1c(C)cccc1CN(Cc1ccc(-n2ccnc2)cc1)CC1OCCC12CC2,21,23,31,35,17.314938,0.822134,10,9,10,9,1,0,0,1,0
182,111,254,6419974,8813492,CCC1=CC(C)=CC(CN(C[C@@H]2CC=CCC2)C(=O)C2(O)CC(F)(F)C2)=C1,CC(C)(C)OC(=O)N1CC(F)(F)CC1CNC(=O)NCC1=CC=C([N+](=O)[O-])C=C1F,CCc1cc(C)cc(CN(C[C@@H]2CC=CCC2)C(=O)C2(O)CC(F)(F)C2)c1,CC(C)(C)OC(=O)N1CC(F)(F)CC1CNC(=O)NCc1ccc([N+](=O)[O-])cc1F,27,29,30,31,61.477692,2.714385,10,10,10,10,1,0,0,1,0
183,196,194,9156181,28582,C[C@H]1CN(C2=NC3=CC=CC=C3N=C2NCCC2=CC=CC(C3CC3)=C2)C[C@H](C)O1,CCC=C(C)C(=O)NCCN1CCCC1C,C[C@H]1CN(c2nc3ccccc3nc2NCCc2cccc(C3CC3)c2)C[C@H](C)O1,CCC=C(C)C(=O)NCCN1CCCC1C,30,34,16,16,7.855014,0.344550,12,11,12,11,1,0,0,1,0
184,549,459,2397574,8067682,CC1CC(C(=O)N2CCOC(CC(=O)NCC3(F)CCC3)C2)=NO1,CCSC(C(=O)N1CC2(CCCC2)C1C(=O)NCC1=NC(CO)=CC=C1)C(C)C,CC1CC(C(=O)N2CCOC(CC(=O)NCC3(F)CCC3)C2)=NO1,CCSC(C(=O)N1CC2(CCCC2)C1C(=O)NCc1cccc(CO)n1)C(C)C,24,26,29,31,47.932980,1.670676,17,16,17,16,1,0,0,1,0
185,143,432,4493160,4727751,C=CCC(C)(O)C(=O)NC[C@H]1[C@@H](C(=O)NC2=CN(C(C)C)N=C2)C1(C)C,CN(C[C@@H]1C[C@H](F)CN1C(=O)[C@H]1CCCN1C)C(=O)CCCC(F)(F)F,C=CCC(C)(O)C(=O)NC[C@H]1[C@@H](C(=O)Nc2cnn(C(C)C)c2)C1(C)C,CN(C[C@@H]1C[C@H](F)CN1C(=O)[C@H]1CCCN1C)C(=O)CCCC(F)(F)F,26,27,26,27,39.407394,1.324997,17,16,17,16,1,0,0,1,0
186,187,285,3958689,7929346,N#CC1=C2C=CC=CC2=NC(NC(=O)C2=CSC(C3=CC=NC=C3)=N2)=C1,COC1=CC=C2C=C(CNCC3N(C(=O)OC(C)(C)C)CCC34CCC4)NC2=C1,N#Cc1cc(NC(=O)c2csc(-c3ccncc3)n2)nc2ccccc12,COc1ccc2cc(CNCC3N(C(=O)OC(C)(C)C)CCC34CCC4)[nH]c2c1,26,29,29,32,254.442856,9.228816,18,18,18,18,1,0,0,1,0
187,473,255,7018083,27530,C=CCC1(C(=O)N2CCCC2CCC)CCN(C(=O)C2=COC(N(C)C)=N2)C1,CC1=C(CNCCNS(C)(=O)=O)C(Cl)=NN1,C=CCC1(C(=O)N2CCCC2CCC)CCN(C(=O)c2coc(N(C)C)n2)C1,Cc1[nH]nc(Cl)c1CNCCNS(C)(=O)=O,28,30,16,16,2.991475,0.417105,10,9,10,9,1,0,0,1,0
188,895,945,5132325,3940039,COC1=CC(C)=NC(CN(CC[C@@H]2COC[C@H]2O)CC2=CC=CC=C2)=C1,CCOC(=O)CC(=O)N1CCC2=C(CC1)SC(N1CCC(C)CC1)=N2,COc1cc(C)nc(CN(CC[C@@H]2COC[C@H]2O)Cc2ccccc2)c1,CCOC(=O)CC(=O)N1CCc2nc(N3CCC(C)CC3)sc2CC1,26,28,25,27,19.685034,1.069200,10,9,10,9,1,0,0,1,0
189,77,453,5195946,1371765,CC(C)(C)OC(=O)N1CCCC1CCC(=O)NCC1=CC=C2OC=CC2=C1,CCC1=C(CNC2=NC(NC3CCSCC3)=NC=C2)C=NN1,CC(C)(C)OC(=O)N1CCCC1CCC(=O)NCc1ccc2occc2c1,CCc1[nH]ncc1CNc1ccnc(NC2CCSCC2)n1,27,29,22,24,9.198916,0.660777,10,9,10,9,1,0,0,1,0
190,827,882,10017841,9656200,CC(C)(C)OC(=O)N1CCN(C(=O)NCC2=CC3=CN=NC=C3O2)C(C2=CC=CC=C2F)C1,COC1=C(C)C=CC=C1CN(CC1=CC=C(N2C=CN=C2)C=C1)CC1OCCC12CC2,CC(C)(C)OC(=O)N1CCN(C(=O)NCc2cc3cnncc3o2)C(c2ccccc2F)C1,COc1c(C)cccc1CN(Cc1ccc(-n2ccnc2)cc1)CC1OCCC12CC2,33,36,31,35,161.384277,6.279350,13,12,13,12,1,0,0,1,0
191,876,563,10304745,6337144,CC[C@H](NC(=O)OC(C)(C)C)C(C1=NN=NN1C1=CC(C(=O)OC)=CC=C1)N(C)C1CCN(C)C1,CC1=CC=CC(C)=C1CNC1=NC(C)=NC(NC2CCN3CCCCC23)=N1,CC[C@H](NC(=O)OC(C)(C)C)C(c1nnnn1-c1cccc(C(=O)OC)c1)N(C)C1CCN(C)C1,Cc1nc(NCc2c(C)cccc2C)nc(NC2CCN3CCCCC23)n1,35,37,27,30,64.628716,2.648803,11,10,11,10,1,0,0,1,0
192,100,51,8039705,1637007,CCCCC(C)CCC(=O)N1CCC2(CC(C(=O)NCC3=NC(C)=CC=C3)C2)C1,CCC1CN2CCCC2CN1C(=O)NCCOC1=CC=NC=C1,CCCCC(C)CCC(=O)N1CCC2(CC(C(=O)NCc3cccc(C)n3)C2)C1,CCC1CN2CCCC2CN1C(=O)NCCOc1ccncc1,29,31,23,25,42.020599,1.760722,13,12,13,12,1,0,0,1,0
193,667,553,4170183,4693304,COC1=CC=C(C(CF)NC(=O)NCC2=CC=C(C)C(C3CC3)=C2)C=C1,C/C=C/CC(CC)C(=O)NCC12CC1CN(C(=O)CC1=C(C)C=CS1)C2,COc1ccc(C(CF)NC(=O)NCc2ccc(C)c(C3CC3)c2)cc1,C/C=C/CC(CC)C(=O)NCC12CC1CN(C(=O)Cc1sccc1C)C2,26,28,26,28,67.415291,2.074879,9,8,9,8,1,0,0,1,0
194,856,15,4563398,2467240,CCCN(CC(=O)NCC1(OC)CN(C)C1)C(=O)[C@@H]1C[C@H](C)CC(=O)N1,C#CCCCOCCNC(=O)CC1CN(C(=O)CC=C)CC12CC2,CCCN(CC(=O)NCC1(OC)CN(C)C1)C(=O)[C@@H]1C[C@H](C)CC(=O)N1,C#CCCCOCCNC(=O)CC1CN(C(=O)CC=C)CC12CC2,26,27,24,25,40.807236,1.816475,11,10,11,10,1,0,0,1,0
195,992,95,6262055,9309198,CC(C)CN1C=C(C(C)(C)N2CCN(C(=O)CCCCCC#N)CC2)N=N1,COC1=CC=C(CC2CCN(C(=O)C3=CC=C(N4C=NC5=CC=CC=C54)C=C3)C2)C=C1,CC(C)Cn1cc(C(C)(C)N2CCN(C(=O)CCCCCC#N)CC2)nn1,COc1ccc(CC2CCN(C(=O)c3ccc(-n4cnc5ccccc54)cc3)C2)cc1,27,28,31,35,39.859356,2.758599,13,12,13,12,1,0,0,1,0
196,948,771,93378,2346134,CN1C(=O)N=C(SC2CC3(C2)CC3(F)F)NC1=O,CN1N=CC=C1N1CCN(CC2=C(F)C3=CC=CC=C3C=C2)CC1,Cn1c(=O)nc(SC2CC3(C2)CC3(F)F)[nH]c1=O,Cn1nccc1N1CCN(Cc2ccc3ccccc3c2F)CC1,18,20,24,27,9.391283,0.772614,7,6,7,6,1,0,0,1,0
197,869,242,8948212,963457,CCC(CC)C(C)C(=O)NC1(C2CCCCN2C(=O)C(F)=CC2=CN(C)N=N2)CC1,O=C(NC(C1=CC=CC=C1)C1CCNC1)C1=C(Cl)C=CS1,CCC(CC)C(C)C(=O)NC1(C2CCCCN2C(=O)C(F)=Cc2cn(C)nn2)CC1,O=C(NC(c1ccccc1)C1CCNC1)c1sccc1Cl,30,32,21,23,79.578941,1.829218,15,14,15,14,1,0,0,1,0
198,170,416,4134008,7847536,COC(=O)CCOCCNC(=O)NC1=CC=C(N2C=CC(=O)C=C2)N=C1,CC1(C)C[C@@H]1C(C(=O)NCCC#N)N1CCN(C2=CC(C(F)F)=CC=C2)CC1,COC(=O)CCOCCNC(=O)Nc1ccc(-n2ccc(=O)cc2)nc1,CC1(C)C[C@@H]1C(C(=O)NCCC#N)N1CCN(c2cccc(C(F)F)c2)CC1,26,27,28,30,20.488207,1.104181,10,9,10,9,1,0,0,1,0
199,497,492,5645193,1690789,CC(=O)N1CCCC1CNC(=O)C1=C(CNC(=O)[C@H]2CCN(C)C2)C=CS1,CC[C@@H](CN)NC(=O)C1=CC=CC=C1OCC1=CC=CC=C1Br,CC(=O)N1CCCC1CNC(=O)c1sccc1CNC(=O)[C@H]1CCN(C)C1,CC[C@@H](CN)NC(=O)c1ccccc1OCc1ccccc1Br,27,29,23,24,23.891232,1.114506,10,9,10,9,1,0,0,1,0
200,218,885,9306769,8269833,NC(=O)C1CCCN(CCCNC(=O)NC(C2=CC=C(Cl)C=C2)C2=CC=C(Cl)C=C2)C1,CC(C)C1=CC(C(=O)NC2CN(C(=O)[C@H]3C[C@H]4C=C[C@@H]3O4)C3(CCCC3)C2)=NO1,NC(=O)C1CCCN(CCCNC(=O)NC(c2ccc(Cl)cc2)c2ccc(Cl)cc2)C1,CC(C)c1cc(C(=O)NC2CN(C(=O)[C@H]3C[C@H]4C=C[C@@H]3O4)C3(CCCC3)C2)no1,31,33,29,33,117.681625,2.780712,13,12,13,12,1,0,0,1,0
201,410,924,9748132,9497594,CN1N=C(NC(=O)C(=O)N(C)C2(CNC(=O)OC(C)(C)C)CC2)C=C1CN1CCOCC1,CC(CC(=O)NC[C@H]1C[C@H]1NC1=NC=NC2=CC([N+](=O)[O-])=CC=C21)C1=CC=CC(F)=C1,CN(C(=O)C(=O)Nc1cc(CN2CCOCC2)n(C)n1)C1(CNC(=O)OC(C)(C)C)CC1,CC(CC(=O)NC[C@H]1C[C@H]1Nc1ncnc2cc([N+](=O)[O-])ccc12)c1cccc(F)c1,32,34,31,34,23.747669,1.056123,11,10,11,10,1,0,0,1,0
202,60,168,3351599,8024256,CC1=CN=C(CNC(=O)C2(C)C=CCN2C(=O)C2=C(N)N(C)N=C2)O1,COC(=O)C1=CC=C(C2=NOC(CCCCC#CC3=CC=CC=C3)=N2)C=C1OC,Cc1cnc(CNC(=O)C2(C)C=CCN2C(=O)c2cnn(C)c2N)o1,COC(=O)c1ccc(-c2noc(CCCCC#Cc3ccccc3)n2)cc1OC,25,27,29,31,10.952446,0.814473,7,6,7,6,1,0,0,1,0
203,388,2,9410350,66768,CCC1=CNC(=O)C(C(=O)N2CCN(C(=O)C3=CC(Cl)=CC=N3)CC3CCCCC32)=C1,CC(C)[C@H](C)C(=O)OCC1=CC=C(Cl)C(F)=C1,CCc1c[nH]c(=O)c(C(=O)N2CCN(C(=O)c3cc(Cl)ccn3)CC3CCCCC32)c1,CC(C)[C@H](C)C(=O)OCc1ccc(Cl)c(F)c1,31,34,17,17,6.884147,0.355674,7,7,7,7,1,0,0,1,0
204,399,271,4889020,3835770,CCC1=CC=C(C(=O)N[C@H]2C[C@H]2NC2=NC(C)=CC=C2[N+](=O)[O-])C(C)=N1,CCC[C@H]1C[C@@H]1CN(CC1=CC=CC2=CC=NC=C21)C(=O)[C@H]1C[C@H]1C,CCc1ccc(C(=O)N[C@H]2C[C@H]2Nc2nc(C)ccc2[N+](=O)[O-])c(C)n1,CCC[C@H]1C[C@@H]1CN(Cc1cccc2ccncc12)C(=O)[C@H]1C[C@H]1C,26,28,25,28,61.737644,3.139424,13,12,13,12,1,0,0,1,0
205,948,802,93378,5209488,CN1C(=O)N=C(SC2CC3(C2)CC3(F)F)NC1=O,CCC1=NN(C)C(Cl)=C1C(=O)NCC(CC1=CC=CC=C1OC)C(=O)OC,Cn1c(=O)nc(SC2CC3(C2)CC3(F)F)[nH]c1=O,CCc1nn(C)c(Cl)c1C(=O)NCC(Cc1ccccc1OC)C(=O)OC,18,20,27,28,4.756768,0.398182,6,5,6,5,1,0,0,1,0
206,803,465,8971413,2159572,COC[C@H]1C[C@@H](CNC(=O)CCC(=O)N(C)C)N(C(=O)C2CC3=NC(C)=CN3C2)C1,CN(C1CCC2(CC1)COC2)S(=O)(=O)C1=CC=C([N+](=O)[O-])C(Cl)=C1,COC[C@H]1C[C@@H](CNC(=O)CCC(=O)N(C)C)N(C(=O)C2Cc3nc(C)cn3C2)C1,CN(C1CCC2(CC1)COC2)S(=O)(=O)c1ccc([N+](=O)[O-])c(Cl)c1,30,32,24,26,13.142947,0.673981,10,9,10,9,1,0,0,1,0
207,292,433,9663046,2831394,CCCC1=CC=C(CN(CC2=NC(CC)=CO2)C(=O)NC2=C3N=CC=CN3N=C2)C=C1,CC1=C(C)N(C)C(CN(CC2=CCCC2)CC2COCCC2C)=N1,CCCc1ccc(CN(Cc2nc(CC)co2)C(=O)Nc2cnn3cccnc23)cc1,Cc1nc(CN(CC2=CCCC2)CC2COCCC2C)n(C)c1C,31,34,24,26,93.067162,2.919344,15,14,15,14,1,0,0,1,0
208,713,980,1020902,5308922,CCCCC1=NC(C)=C(C(=O)N(C)C2CN(C)S(=O)(=O)C2)S1,O=C(CCN1N=NC2=CC=CC=C2C1=O)N1CCC2(CCCCCC2)CC1,CCCCc1nc(C)c(C(=O)N(C)C2CN(C)S(=O)(=O)C2)s1,O=C(CCn1nnc2ccccc2c1=O)N1CCC2(CCCCCC2)CC1,22,23,27,30,11.626524,0.639687,14,13,14,13,1,0,0,1,0
209,748,802,3675863,5209488,CN1CCC[C@H]1CC(=O)N1C[C@H](NC(=O)C(=O)NCC2CC2)[C@@H](O)C1,CCC1=NN(C)C(Cl)=C1C(=O)NCC(CC1=CC=CC=C1OC)C(=O)OC,CN1CCC[C@H]1CC(=O)N1C[C@H](NC(=O)C(=O)NCC2CC2)[C@@H](O)C1,CCc1nn(C)c(Cl)c1C(=O)NCC(Cc1ccccc1OC)C(=O)OC,25,27,27,28,38.573887,2.258042,12,11,12,11,1,0,0,1,0
210,569,677,5065409,4192068,CC1=CC=C(C(=O)N(CCCCCO)CC2=CC=CC(C#N)=C2)C(C)=C1,O=C(NCC1=NOC(C2CCOCC2)=N1)NC[C@@]12CCCC[C@]1(CO)C2,Cc1ccc(C(=O)N(CCCCCO)Cc2cccc(C#N)c2)c(C)c1,O=C(NCc1noc(C2CCOCC2)n1)NC[C@@]12CCCC[C@]1(CO)C2,26,27,26,29,72.058823,3.888274,11,10,11,10,1,0,0,1,0
211,735,498,8858626,3566557,COC[C@H]1CC[C@@H]1C(=O)N[C@H](CC1CCOCC1)C(=O)N(C)CC1(OC)CCCC1,CCC(COC)C(=O)NCC(NC(=O)C(F)(F)C1CC1)C1CCCC1,COC[C@H]1CC[C@@H]1C(=O)N[C@H](CC1CCOCC1)C(=O)N(C)CC1(OC)CCCC1,CCC(COC)C(=O)NCC(NC(=O)C(F)(F)C1CC1)C1CCCC1,30,32,25,26,113.913544,1.903813,19,18,19,18,1,0,0,1,0
212,158,194,3115192,28582,COC(=O)CC1=CSC(CNC(=O)N2CCC(C)(N3CCCC3)C2)=N1,CCC=C(C)C(=O)NCCN1CCCC1C,COC(=O)Cc1csc(CNC(=O)N2CCC(C)(N3CCCC3)C2)n1,CCC=C(C)C(=O)NCCN1CCCC1C,25,27,16,16,10.701982,0.444617,10,10,10,10,1,0,0,1,0
213,303,222,5874559,7028356,CC(C)(C)C(C)(C)C(=O)NC[C@H]1C[C@@H](NC(=O)CC2(N3C=CC=N3)CC2)C1,CC1=CC=C(CC(=O)N2CC3C=CC2C(C(=O)NCC2=NC(C)=C(C)S2)C3)S1,CC(C)(C)C(C)(C)C(=O)NC[C@H]1C[C@@H](NC(=O)CC2(n3cccn3)CC2)C1,Cc1ccc(CC(=O)N2CC3C=CC2C(C(=O)NCc2nc(C)c(C)s2)C3)s1,27,29,28,31,83.757675,4.329872,12,11,12,11,1,0,0,1,0
